scenario,seed,tick,warmup,category,good,tier,price,units,sold,blocked,unaffordable,mix_share,category_mix_share
credit_off,1,36,0,hobby,hobby,budget,370.01,33,32,0,42,0.426667,0.426667
credit_off,1,36,0,hobby,hobby,standard,599.70,33,33,1,2,0.440000,0.440000
credit_off,1,36,0,hobby,hobby,premium,1007.93,17,10,0,3,0.133333,0.133333
credit_off,1,36,0,electronics,electronics,budget,641.61,11,7,0,78,0.368421,0.368421
credit_off,1,36,0,electronics,electronics,standard,950.42,11,9,0,7,0.473684,0.473684
credit_off,1,36,0,electronics,electronics,premium,1540.11,6,3,0,2,0.157895,0.157895
credit_off,1,36,0,appliances,appliances,budget,804.39,4,1,0,26,0.166667,0.166667
credit_off,1,36,0,appliances,appliances,standard,986.37,4,3,0,1,0.500000,0.500000
credit_off,1,36,0,appliances,appliances,premium,1442.22,2,2,0,3,0.333333,0.333333
credit_off,1,37,0,food,food,budget,193.04,400,400,12,0,0.405680,0.405680
credit_off,1,37,0,food,food,standard,336.79,400,386,0,35,0.391481,0.391481
credit_off,1,37,0,food,food,premium,551.88,200,200,22,19,0.202840,0.202840
credit_off,1,37,0,leisure,leisure,budget,119.24,400,392,0,4,0.400409,0.400409
credit_off,1,37,0,leisure,leisure,standard,206.95,400,387,0,22,0.395301,0.395301
credit_off,1,37,0,leisure,leisure,premium,354.71,200,200,5,14,0.204290,0.204290
credit_off,1,37,0,clothing,clothing,budget,258.99,67,67,1,32,0.401198,0.401198
credit_off,1,37,0,clothing,clothing,standard,408.46,67,67,16,7,0.401198,0.401198
credit_off,1,37,0,clothing,clothing,premium,636.45,33,33,17,7,0.197605,0.197605
credit_off,1,37,0,hobby,hobby,budget,369.45,33,29,0,46,0.446154,0.446154
credit_off,1,37,0,hobby,hobby,standard,600.60,33,20,0,5,0.307692,0.307692
credit_off,1,37,0,hobby,hobby,premium,987.18,17,16,0,2,0.246154,0.246154
credit_off,1,37,0,electronics,electronics,budget,629.95,11,9,0,84,0.450000,0.450000
credit_off,1,37,0,electronics,electronics,standard,941.78,11,7,0,8,0.350000,0.350000
credit_off,1,37,0,electronics,electronics,premium,1501.61,6,4,0,4,0.200000,0.200000
credit_off,1,37,0,appliances,appliances,budget,774.22,4,4,0,29,0.400000,0.400000
credit_off,1,37,0,appliances,appliances,standard,974.04,4,4,2,2,0.400000,0.400000
credit_off,1,37,0,appliances,appliances,premium,1442.22,2,2,1,2,0.200000,0.200000
credit_off,1,38,0,food,food,budget,193.33,400,400,29,0,0.411946,0.411946
credit_off,1,38,0,food,food,standard,336.20,400,400,15,33,0.411946,0.411946
credit_off,1,38,0,food,food,premium,554.91,200,171,0,18,0.176107,0.176107
credit_off,1,38,0,leisure,leisure,budget,119.13,400,394,0,1,0.400000,0.400000
credit_off,1,38,0,leisure,leisure,standard,206.61,400,393,0,27,0.398985,0.398985
credit_off,1,38,0,leisure,leisure,premium,355.15,200,198,0,14,0.201015,0.201015
credit_off,1,38,0,clothing,clothing,budget,259.18,67,61,0,31,0.403974,0.403974
credit_off,1,38,0,clothing,clothing,standard,413.34,67,59,0,6,0.390728,0.390728
credit_off,1,38,0,clothing,clothing,premium,652.85,33,31,0,7,0.205298,0.205298
credit_off,1,38,0,hobby,hobby,budget,367.21,33,33,3,43,0.507692,0.507692
credit_off,1,38,0,hobby,hobby,standard,588.77,33,22,0,3,0.338462,0.338462
credit_off,1,38,0,hobby,hobby,premium,984.28,17,10,0,2,0.153846,0.153846
credit_off,1,38,0,electronics,electronics,budget,624.22,11,10,0,82,0.526316,0.526316
credit_off,1,38,0,electronics,electronics,standard,924.66,11,5,0,9,0.263158,0.263158
credit_off,1,38,0,electronics,electronics,premium,1476.58,6,4,0,4,0.210526,0.210526
credit_off,1,38,0,appliances,appliances,budget,774.22,4,4,5,30,0.444444,0.444444
credit_off,1,38,0,appliances,appliances,standard,998.39,4,4,3,1,0.444444,0.444444
credit_off,1,38,0,appliances,appliances,premium,1478.28,2,1,0,3,0.111111,0.111111
credit_off,1,39,0,food,food,budget,194.03,400,398,0,0,0.398798,0.398798
credit_off,1,39,0,food,food,standard,336.83,400,400,31,25,0.400802,0.400802
credit_off,1,39,0,food,food,premium,550.89,200,200,21,24,0.200401,0.200401
credit_off,1,39,0,leisure,leisure,budget,119.04,400,390,0,2,0.397554,0.397554
credit_off,1,39,0,leisure,leisure,standard,206.43,400,400,11,23,0.407747,0.407747
credit_off,1,39,0,leisure,leisure,premium,354.97,200,191,0,20,0.194699,0.194699
credit_off,1,39,0,clothing,clothing,budget,258.02,67,62,0,39,0.436620,0.436620
credit_off,1,39,0,clothing,clothing,standard,410.87,67,53,0,9,0.373239,0.373239
credit_off,1,39,0,clothing,clothing,premium,650.87,33,27,0,11,0.190141,0.190141
credit_off,1,39,0,hobby,hobby,budget,368.88,33,25,0,47,0.333333,0.333333
credit_off,1,39,0,hobby,hobby,standard,578.96,33,33,6,2,0.440000,0.440000
credit_off,1,39,0,hobby,hobby,premium,964.01,17,17,4,3,0.226667,0.226667
credit_off,1,39,0,electronics,electronics,budget,621.38,11,11,4,83,0.458333,0.458333
credit_off,1,39,0,electronics,electronics,standard,899.44,11,11,4,7,0.458333,0.458333
credit_off,1,39,0,electronics,electronics,premium,1451.97,6,2,0,3,0.083333,0.083333
credit_off,1,39,0,appliances,appliances,budget,812.93,4,2,0,25,0.285714,0.285714
credit_off,1,39,0,appliances,appliances,standard,1035.83,4,3,0,2,0.428571,0.428571
credit_off,1,39,0,appliances,appliances,premium,1441.32,2,2,1,2,0.285714,0.285714
credit_off,1,40,0,food,food,budget,193.98,400,400,4,0,0.402414,0.402414
credit_off,1,40,0,food,food,standard,338.14,400,394,0,41,0.396378,0.396378
credit_off,1,40,0,food,food,premium,553.78,200,200,22,28,0.201207,0.201207
credit_off,1,40,0,leisure,leisure,budget,118.89,400,399,0,0,0.403030,0.403030
credit_off,1,40,0,leisure,leisure,standard,206.71,400,391,0,28,0.394949,0.394949
credit_off,1,40,0,leisure,leisure,premium,354.18,200,200,24,11,0.202020,0.202020
credit_off,1,40,0,clothing,clothing,budget,257.06,67,59,0,34,0.371069,0.371069
credit_off,1,40,0,clothing,clothing,standard,406.58,67,67,6,16,0.421384,0.421384
credit_off,1,40,0,clothing,clothing,premium,644.95,33,33,4,10,0.207547,0.207547
credit_off,1,40,0,hobby,hobby,budget,364.40,33,33,5,44,0.397590,0.397590
credit_off,1,40,0,hobby,hobby,standard,584.22,33,33,8,4,0.397590,0.397590
credit_off,1,40,0,hobby,hobby,premium,975.35,17,17,3,4,0.204819,0.204819
credit_off,1,40,0,electronics,electronics,budget,632.68,11,9,0,77,0.346154,0.346154
credit_off,1,40,0,electronics,electronics,standard,915.79,11,11,3,6,0.423077,0.423077
credit_off,1,40,0,electronics,electronics,premium,1403.57,6,6,1,4,0.230769,0.230769
credit_off,1,40,0,appliances,appliances,budget,792.61,4,0,0,28,0.000000,0.000000
credit_off,1,40,0,appliances,appliances,standard,1022.89,4,2,0,0,1.000000,1.000000
credit_off,1,40,0,appliances,appliances,premium,1477.35,2,0,0,2,0.000000,0.000000
credit_off,1,41,0,food,food,budget,194.08,400,399,0,1,0.399399,0.399399
credit_off,1,41,0,food,food,standard,337.88,400,400,0,30,0.400400,0.400400
credit_off,1,41,0,food,food,premium,556.83,200,200,11,8,0.200200,0.200200
credit_off,1,41,0,leisure,leisure,budget,118.87,400,400,29,2,0.418410,0.418410
credit_off,1,41,0,leisure,leisure,standard,206.48,400,356,0,33,0.372385,0.372385
credit_off,1,41,0,leisure,leisure,premium,356.30,200,200,0,9,0.209205,0.209205
credit_off,1,41,0,clothing,clothing,budget,255.52,67,60,0,39,0.400000,0.400000
credit_off,1,41,0,clothing,clothing,standard,408.40,67,57,0,11,0.380000,0.380000
credit_off,1,41,0,clothing,clothing,premium,648.86,33,33,10,3,0.220000,0.220000
credit_off,1,41,0,hobby,hobby,budget,367.17,33,27,0,47,0.391304,0.391304
credit_off,1,41,0,hobby,hobby,standard,591.31,33,25,0,7,0.362319,0.362319
credit_off,1,41,0,hobby,hobby,premium,983.96,17,17,2,1,0.246377,0.246377
credit_off,1,41,0,electronics,electronics,budget,626.93,11,11,11,76,0.578947,0.578947
credit_off,1,41,0,electronics,electronics,standard,928.28,11,7,0,10,0.368421,0.368421
credit_off,1,41,0,electronics,electronics,premium,1415.27,6,1,0,4,0.052632,0.052632
credit_off,1,41,0,appliances,appliances,budget,752.98,4,4,1,41,0.400000,0.400000
credit_off,1,41,0,appliances,appliances,standard,997.31,4,4,2,2,0.400000,0.400000
credit_off,1,41,0,appliances,appliances,premium,1403.49,2,2,2,2,0.200000,0.200000
credit_off,1,42,0,food,food,budget,194.06,400,400,21,0,0.409836,0.409836
credit_off,1,42,0,food,food,standard,337.88,400,400,5,35,0.409836,0.409836
credit_off,1,42,0,food,food,premium,558.36,200,176,0,13,0.180328,0.180328
credit_off,1,42,0,leisure,leisure,budget,119.30,400,400,17,4,0.413650,0.413650
credit_off,1,42,0,leisure,leisure,standard,205.34,400,400,44,29,0.413650,0.413650
credit_off,1,42,0,leisure,leisure,premium,356.30,200,167,0,10,0.172699,0.172699
credit_off,1,42,0,clothing,clothing,budget,254.19,67,67,7,32,0.443709,0.443709
credit_off,1,42,0,clothing,clothing,standard,405.35,67,67,6,9,0.443709,0.443709
credit_off,1,42,0,clothing,clothing,premium,658.69,33,17,0,2,0.112583,0.112583
credit_off,1,42,0,hobby,hobby,budget,363.83,33,31,0,46,0.382716,0.382716
credit_off,1,42,0,hobby,hobby,standard,584.14,33,33,5,7,0.407407,0.407407
credit_off,1,42,0,hobby,hobby,premium,989.75,17,17,7,2,0.209877,0.209877
credit_off,1,42,0,electronics,electronics,budget,658.28,11,11,7,72,0.392857,0.392857
credit_off,1,42,0,electronics,electronics,standard,911.40,11,11,5,6,0.392857,0.392857
credit_off,1,42,0,electronics,electronics,premium,1356.30,6,6,1,8,0.214286,0.214286
credit_off,1,42,0,appliances,appliances,budget,762.39,4,3,0,38,0.375000,0.375000
credit_off,1,42,0,appliances,appliances,standard,1022.25,4,3,0,3,0.375000,0.375000
credit_off,1,42,0,appliances,appliances,premium,1473.66,2,2,2,1,0.250000,0.250000
credit_off,1,43,0,food,food,budget,194.57,400,398,0,0,0.398798,0.398798
credit_off,1,43,0,food,food,standard,338.09,400,400,0,32,0.400802,0.400802
credit_off,1,43,0,food,food,premium,555.01,200,200,5,25,0.200401,0.200401
credit_off,1,43,0,leisure,leisure,budget,119.56,400,390,0,1,0.394338,0.394338
credit_off,1,43,0,leisure,leisure,standard,206.47,400,399,0,29,0.403438,0.403438
credit_off,1,43,0,leisure,leisure,premium,353.36,200,200,7,16,0.202224,0.202224
credit_off,1,43,0,clothing,clothing,budget,255.51,67,67,10,33,0.401198,0.401198
credit_off,1,43,0,clothing,clothing,standard,407.17,67,67,2,10,0.401198,0.401198
credit_off,1,43,0,clothing,clothing,premium,642.72,33,33,13,5,0.197605,0.197605
credit_off,1,43,0,hobby,hobby,budget,362.73,33,33,0,45,0.397590,0.397590
credit_off,1,43,0,hobby,hobby,standard,588.56,33,33,2,4,0.397590,0.397590
credit_off,1,43,0,hobby,hobby,premium,1010.12,17,17,1,5,0.204819,0.204819
credit_off,1,43,0,electronics,electronics,budget,679.22,11,11,7,70,0.392857,0.392857
credit_off,1,43,0,electronics,electronics,standard,932.12,11,11,3,8,0.392857,0.392857
credit_off,1,43,0,electronics,electronics,premium,1367.60,6,6,2,9,0.214286,0.214286
credit_off,1,43,0,appliances,appliances,budget,752.86,4,1,0,42,0.500000,0.500000
credit_off,1,43,0,appliances,appliances,standard,1009.47,4,0,0,1,0.000000,0.000000
credit_off,1,43,0,appliances,appliances,premium,1547.34,2,1,0,0,0.500000,0.500000
credit_off,1,44,0,food,food,budget,194.52,400,400,23,0,0.409836,0.409836
credit_off,1,44,0,food,food,standard,338.09,400,394,0,31,0.403689,0.403689
credit_off,1,44,0,food,food,premium,555.70,200,182,0,19,0.186475,0.186475
credit_off,1,44,0,leisure,leisure,budget,119.41,400,400,0,2,0.406091,0.406091
credit_off,1,44,0,leisure,leisure,standard,206.45,400,395,0,29,0.401015,0.401015
credit_off,1,44,0,leisure,leisure,premium,353.98,200,190,0,15,0.192893,0.192893
credit_off,1,44,0,clothing,clothing,budget,257.42,67,67,9,28,0.432258,0.432258
credit_off,1,44,0,clothing,clothing,standard,407.77,67,67,11,10,0.432258,0.432258
credit_off,1,44,0,clothing,clothing,premium,655.38,33,21,0,6,0.135484,0.135484
credit_off,1,44,0,hobby,hobby,budget,362.73,33,32,0,45,0.415584,0.415584
credit_off,1,44,0,hobby,hobby,standard,590.35,33,33,3,5,0.428571,0.428571
credit_off,1,44,0,hobby,hobby,premium,1013.10,17,12,0,2,0.155844,0.155844
credit_off,1,44,0,electronics,electronics,budget,700.83,11,0,0,65,0.000000,0.000000
credit_off,1,44,0,electronics,electronics,standard,944.83,11,11,0,0,0.647059,0.647059
credit_off,1,44,0,electronics,electronics,premium,1390.39,6,6,5,5,0.352941,0.352941
credit_off,1,44,0,appliances,appliances,budget,724.63,4,3,0,51,0.500000,0.500000
credit_off,1,44,0,appliances,appliances,standard,959.00,4,2,0,3,0.333333,0.333333
credit_off,1,44,0,appliances,appliances,premium,1508.66,2,1,0,0,0.166667,0.166667
credit_off,1,45,0,food,food,budget,195.08,400,397,0,0,0.398195,0.398195
credit_off,1,45,0,food,food,standard,337.84,400,400,12,30,0.401204,0.401204
credit_off,1,45,0,food,food,premium,553.20,200,200,11,25,0.200602,0.200602
credit_off,1,45,0,leisure,leisure,budget,119.41,400,386,0,2,0.391481,0.391481
credit_off,1,45,0,leisure,leisure,standard,206.32,400,400,10,21,0.405680,0.405680
credit_off,1,45,0,leisure,leisure,premium,353.09,200,200,9,18,0.202840,0.202840
credit_off,1,45,0,clothing,clothing,budget,259.15,67,57,0,31,0.398601,0.398601
credit_off,1,45,0,clothing,clothing,standard,411.12,67,53,0,6,0.370629,0.370629
credit_off,1,45,0,clothing,clothing,premium,643.47,33,33,11,8,0.230769,0.230769
credit_off,1,45,0,hobby,hobby,budget,362.18,33,29,0,48,0.446154,0.446154
credit_off,1,45,0,hobby,hobby,standard,593.03,33,24,0,4,0.369231,0.369231
credit_off,1,45,0,hobby,hobby,premium,998.20,17,12,0,1,0.184615,0.184615
credit_off,1,45,0,electronics,electronics,budget,665.79,11,9,0,72,0.450000,0.450000
credit_off,1,45,0,electronics,electronics,standard,944.83,11,7,0,9,0.350000,0.350000
credit_off,1,45,0,electronics,electronics,premium,1448.33,6,4,0,5,0.200000,0.200000
credit_off,1,45,0,appliances,appliances,budget,715.57,4,4,5,57,0.500000,0.500000
credit_off,1,45,0,appliances,appliances,standard,935.02,4,2,0,4,0.250000,0.250000
credit_off,1,45,0,appliances,appliances,premium,1470.94,2,2,1,0,0.250000,0.250000
credit_off,1,46,0,food,food,budget,195.00,400,400,15,0,0.406918,0.406918
credit_off,1,46,0,food,food,standard,338.35,400,386,0,36,0.392675,0.392675
credit_off,1,46,0,food,food,premium,554.72,200,197,0,21,0.200407,0.200407
credit_off,1,46,0,leisure,leisure,budget,119.20,400,400,14,2,0.410256,0.410256
credit_off,1,46,0,leisure,leisure,standard,206.58,400,375,0,26,0.384615,0.384615
credit_off,1,46,0,leisure,leisure,premium,353.89,200,200,4,10,0.205128,0.205128
credit_off,1,46,0,clothing,clothing,budget,257.22,67,59,0,36,0.371069,0.371069
credit_off,1,46,0,clothing,clothing,standard,406.83,67,67,0,9,0.421384,0.421384
credit_off,1,46,0,clothing,clothing,premium,654.19,33,33,2,4,0.207547,0.207547
credit_off,1,46,0,hobby,hobby,budget,359.98,33,33,0,47,0.412500,0.412500
credit_off,1,46,0,hobby,hobby,standard,584.94,33,32,0,9,0.400000,0.400000
credit_off,1,46,0,hobby,hobby,premium,983.52,17,15,0,2,0.187500,0.187500
credit_off,1,46,0,electronics,electronics,budget,659.74,11,11,4,74,0.392857,0.392857
credit_off,1,46,0,electronics,electronics,standard,927.65,11,11,6,5,0.392857,0.392857
credit_off,1,46,0,electronics,electronics,premium,1424.19,6,6,3,3,0.214286,0.214286
credit_off,1,46,0,appliances,appliances,budget,751.35,4,4,3,40,0.500000,0.500000
credit_off,1,46,0,appliances,appliances,standard,911.64,4,4,2,2,0.500000,0.500000
credit_off,1,46,0,appliances,appliances,premium,1507.72,2,0,0,1,0.000000,0.000000
credit_off,1,47,0,food,food,budget,195.37,400,400,6,0,0.404040,0.404040
credit_off,1,47,0,food,food,standard,337.76,400,400,15,31,0.404040,0.404040
credit_off,1,47,0,food,food,premium,554.31,200,190,0,23,0.191919,0.191919
credit_off,1,47,0,leisure,leisure,budget,119.41,400,384,0,3,0.391837,0.391837
credit_off,1,47,0,leisure,leisure,standard,205.93,400,400,4,32,0.408163,0.408163
credit_off,1,47,0,leisure,leisure,premium,354.24,200,196,0,12,0.200000,0.200000
credit_off,1,47,0,clothing,clothing,budget,255.68,67,62,0,37,0.407895,0.407895
credit_off,1,47,0,clothing,clothing,standard,406.83,67,66,0,13,0.434211,0.434211
credit_off,1,47,0,clothing,clothing,premium,656.17,33,24,0,1,0.157895,0.157895
credit_off,1,47,0,hobby,hobby,budget,359.98,33,33,5,45,0.423077,0.423077
credit_off,1,47,0,hobby,hobby,standard,584.06,33,28,0,6,0.358974,0.358974
credit_off,1,47,0,hobby,hobby,premium,977.73,17,17,1,4,0.217949,0.217949
credit_off,1,47,0,electronics,electronics,budget,671.73,11,8,0,75,0.320000,0.320000
credit_off,1,47,0,electronics,electronics,standard,952.95,11,11,1,7,0.440000,0.440000
credit_off,1,47,0,electronics,electronics,premium,1459.79,6,6,2,4,0.240000,0.240000
credit_off,1,47,0,appliances,appliances,budget,779.53,4,3,0,39,0.500000,0.500000
credit_off,1,47,0,appliances,appliances,standard,934.44,4,1,0,3,0.166667,0.166667
credit_off,1,47,0,appliances,appliances,premium,1432.33,2,2,0,0,0.333333,0.333333
credit_off,1,48,0,food,food,budget,195.52,400,399,0,0,0.400201,0.400201
credit_off,1,48,0,food,food,standard,338.39,400,400,4,30,0.401204,0.401204
credit_off,1,48,0,food,food,premium,552.92,200,198,0,16,0.198596,0.198596
credit_off,1,48,0,leisure,leisure,budget,119.17,400,400,15,2,0.412797,0.412797
credit_off,1,48,0,leisure,leisure,standard,206.03,400,400,18,27,0.412797,0.412797
credit_off,1,48,0,leisure,leisure,premium,353.89,200,169,0,14,0.174407,0.174407
credit_off,1,48,0,clothing,clothing,budget,254.73,67,66,0,35,0.431373,0.431373
credit_off,1,48,0,clothing,clothing,standard,406.52,67,60,0,6,0.392157,0.392157
credit_off,1,48,0,clothing,clothing,premium,647.23,33,27,0,5,0.176471,0.176471
credit_off,1,48,0,hobby,hobby,budget,362.71,33,33,4,45,0.440000,0.440000
credit_off,1,48,0,hobby,hobby,standard,579.63,33,33,7,2,0.440000,0.440000
credit_off,1,48,0,hobby,hobby,premium,980.61,17,9,0,4,0.120000,0.120000
credit_off,1,48,0,electronics,electronics,budget,662.57,11,9,0,77,0.360000,0.360000
credit_off,1,48,0,electronics,electronics,standard,957.28,11,11,2,7,0.440000,0.440000
credit_off,1,48,0,electronics,electronics,premium,1484.12,6,5,0,6,0.200000,0.200000
credit_off,1,48,0,appliances,appliances,budget,769.78,4,0,0,38,0.000000,0.000000
credit_off,1,48,0,appliances,appliances,standard,899.39,4,3,0,0,0.750000,0.750000
credit_off,1,48,0,appliances,appliances,premium,1432.33,2,1,0,1,0.250000,0.250000
